Country Name,Date,Closure of Schools,Closure of workplaces,Cancellation of Public Events,Restrictions on Gathering,Closure of Public Transport,Quarantine Requirements,Restrictions on Internal Movement ,Restrictions on International Travel
Ecuador,20210423,0,0,0,0,0,0,0,1
Ecuador,20210504,0,0,0,0,0,0,0,1
Ecuador,20210511,0,0,0,0,0,0,0,1
Ecuador,20210517,0,0,0,0,0,0,0,1
Egypt,20200214,0,0,0,0,0,0,0,0
Egypt,20200314,0,0,0,0,0,0,0,0
Egypt,20200315,1,0,0,0,0,0,0,0
Egypt,20200316,1,1,0,0,0,0,0,0
Egypt,20200319,1,1,0,0,0,0,0,1
Egypt,20200321,1,1,1,0,0,0,0,1
Egypt,20200322,1,1,1,0,0,0,0,1
Egypt,20200324,1,1,1,0,0,0,0,1
Egypt,20200325,1,1,1,1,0,1,1,1
Egypt,20200331,1,1,1,1,0,1,1,1
Egypt,20200401,1,1,1,1,0,1,1,1
Egypt,20200406,1,1,1,1,0,1,1,1
Egypt,20200407,1,1,1,1,0,1,1,1
Egypt,20200408,1,1,1,1,0,1,1,1
Egypt,20200409,1,1,1,1,0,1,1,1
Egypt,20200413,1,1,1,1,0,1,1,1
Egypt,20200416,1,1,1,1,0,1,1,1
Egypt,20200420,1,1,1,1,0,1,1,1
Egypt,20200423,1,1,1,1,0,1,1,1
Egypt,20200426,1,1,1,1,0,1,1,1
Egypt,20200506,1,1,1,1,0,1,1,1
Egypt,20200518,1,1,1,1,0,1,1,1
Egypt,20200524,1,1,1,1,0,1,1,1
Egypt,20200525,1,1,1,1,0,1,1,1
Egypt,20200527,1,1,1,1,0,1,1,1
Egypt,20200529,1,1,1,1,0,1,1,1
Egypt,20200530,1,1,1,1,0,1,1,1
Egypt,20200607,1,1,1,1,0,1,1,1
Egypt,20200611,1,1,1,1,0,1,1,1
Egypt,20200612,1,1,1,1,0,1,1,1
Egypt,20200623,1,1,1,1,0,1,1,1
Egypt,20200627,1,1,1,1,0,1,1,1
Egypt,20200701,1,1,1,1,0,1,1,0
Egypt,20200702,1,1,1,1,0,1,1,0
Egypt,20200708,1,1,1,1,0,1,1,0
Egypt,20200722,1,1,1,1,0,1,1,0
Egypt,20200803,1,1,1,1,0,1,1,1
Egypt,20200814,1,1,1,1,0,1,1,1
Egypt,20200815,1,1,1,1,0,1,1,1
Egypt,20200823,1,1,1,1,0,1,1,1
Egypt,20200901,1,1,1,1,0,1,1,1
Egypt,20200902,1,1,1,1,0,1,1,1
Egypt,20200913,1,1,1,1,0,1,1,1
Egypt,20200921,1,1,1,1,0,1,1,1
Egypt,20201005,1,1,1,1,0,1,1,1
Egypt,20201006,1,1,1,1,0,1,1,1
Egypt,20201016,1,1,1,1,0,1,1,1
Egypt,20201017,1,1,1,1,0,1,1,1
Egypt,20201021,1,1,1,1,0,1,1,1
Egypt,20201102,1,1,1,1,0,1,1,1
Egypt,20201110,1,1,1,1,0,1,1,1
Egypt,20201122,1,1,1,1,0,1,1,1
Egypt,20201130,1,1,1,1,0,1,1,1
Egypt,20201208,1,1,1,1,0,1,1,1
Egypt,20201210,1,1,1,1,0,1,1,1
Egypt,20201215,1,1,1,1,0,1,1,1
Egypt,20201222,1,1,1,1,0,1,1,1
Egypt,20210103,1,1,1,1,0,1,1,1
Egypt,20210118,1,1,1,1,0,1,0,1
Egypt,20210124,1,1,1,1,0,1,0,1
Egypt,20210202,1,1,1,1,0,1,0,1
Egypt,20210216,1,1,1,1,0,1,0,1
Egypt,20210302,1,1,1,1,0,1,0,1
Egypt,20210304,1,1,1,1,0,1,0,1
Egypt,20210322,1,1,1,1,0,0,0,1
Egypt,20210330,1,1,1,1,0,1,0,1
Egypt,20210420,1,1,1,1,0,1,0,1
Egypt,20210506,1,1,1,1,0,1,0,1
Egypt,20210510,1,1,1,1,0,1,0,1
El Salvador,20200101,0,0,0,0,0,0,0,0
El Salvador,20200123,0,0,0,0,0,0,0,0
El Salvador,20200128,0,0,0,0,0,0,0,0
El Salvador,20200131,0,0,0,0,0,0,0,1
El Salvador,20200226,0,0,0,0,0,0,0,1
El Salvador,20200307,0,0,0,0,0,0,0,1
El Salvador,20200311,1,0,1,1,0,0,0,1
El Salvador,20200312,1,0,1,1,0,0,0,1
El Salvador,20200316,1,1,1,1,0,0,0,1
El Salvador,20200318,1,1,1,1,0,0,0,1
El Salvador,20200319,1,1,1,1,0,0,0,1
El Salvador,20200320,1,1,1,1,0,0,0,1
El Salvador,20200321,1,1,1,1,0,1,1,1
El Salvador,20200323,1,1,1,1,0,1,1,1
El Salvador,20200401,1,1,1,1,0,1,1,1
El Salvador,20200406,1,1,1,1,0,1,1,1
El Salvador,20200408,1,1,1,1,0,1,1,1
El Salvador,20200414,1,1,1,1,0,1,1,1
El Salvador,20200418,1,1,1,1,0,1,1,1
El Salvador,20200420,1,1,1,1,0,1,1,1
El Salvador,20200421,1,1,1,1,0,1,1,1
El Salvador,20200424,1,1,1,1,0,1,1,1
El Salvador,20200429,1,1,1,1,0,1,1,1
El Salvador,20200505,1,1,1,1,0,1,1,1
El Salvador,20200507,1,1,1,1,0,1,1,1
El Salvador,20200509,1,1,1,1,0,1,1,1
El Salvador,20200515,1,1,1,1,0,1,1,1
El Salvador,20200517,1,1,1,1,0,1,1,1
El Salvador,20200528,1,1,1,1,0,1,1,1
El Salvador,20200601,1,1,1,1,0,1,1,1
El Salvador,20200602,1,1,1,1,0,1,1,1
El Salvador,20200612,1,1,1,1,0,1,1,1
El Salvador,20200616,1,0,1,1,0,1,1,1
El Salvador,20200624,1,0,1,1,0,1,1,1
El Salvador,20200625,1,0,1,1,0,1,1,1
El Salvador,20200630,1,1,1,1,0,1,1,1
El Salvador,20200701,1,1,1,1,0,1,1,1
El Salvador,20200710,1,1,1,1,0,1,1,1
El Salvador,20200721,1,1,1,1,0,1,1,1
El Salvador,20200824,1,1,1,1,0,1,1,1
El Salvador,20200909,1,1,1,1,0,1,1,1
El Salvador,20200917,1,1,1,1,0,1,1,1
El Salvador,20200919,1,1,1,1,0,1,1,1
El Salvador,20200921,1,1,1,1,0,1,1,1
El Salvador,20200928,1,1,1,1,0,1,1,1
El Salvador,20200930,1,1,1,1,0,1,0,1
El Salvador,20201011,1,1,1,1,0,1,0,1
El Salvador,20201019,1,1,1,1,0,1,0,1
El Salvador,20201030,1,1,1,1,0,1,0,1
El Salvador,20201124,1,1,1,1,0,1,0,1
El Salvador,20201201,1,1,1,1,0,1,0,1
El Salvador,20201215,1,1,1,1,0,1,0,1
El Salvador,20201230,1,1,1,1,0,1,0,1
El Salvador,20210104,1,1,1,1,0,1,0,1
El Salvador,20210110,1,1,1,1,0,1,0,1
El Salvador,20210115,1,1,1,1,0,1,0,1
El Salvador,20210118,1,1,1,1,0,1,0,1
El Salvador,20210125,1,1,1,0,0,1,0,1
El Salvador,20210208,1,1,1,0,0,1,0,1
El Salvador,20210216,1,1,1,0,0,1,0,1
El Salvador,20210224,1,1,1,0,0,1,0,1
El Salvador,20210301,1,1,1,0,0,1,0,1
El Salvador,20210309,1,1,1,0,0,0,0,1
El Salvador,20210321,1,1,1,0,0,0,0,1
El Salvador,20210330,1,1,1,0,0,0,0,1
El Salvador,20210406,1,1,1,0,0,0,0,1
El Salvador,20210415,1,1,1,0,0,0,0,1
El Salvador,20210419,1,1,1,0,0,0,0,1
El Salvador,20210504,1,1,1,0,0,0,0,1
El Salvador,20210517,1,1,1,0,0,0,0,1
Eritrea,20200101,0,0,0,0,0,0,0,0
Eritrea,20200311,0,0,0,0,0,0,0,1
Eritrea,20200316,0,0,0,0,0,0,1,1
Eritrea,20200323,0,0,1,1,0,1,1,1
Eritrea,20200325,0,0,1,1,0,1,1,1
Eritrea,20200327,1,0,1,1,0,1,1,1
Eritrea,20200331,1,1,1,1,0,1,1,1
Eritrea,20200401,1,1,1,1,0,1,1,1
Eritrea,20200403,1,1,1,1,0,1,1,1
Eritrea,20200407,1,1,1,1,0,1,1,1
Eritrea,20200408,1,1,1,1,0,1,1,1
Eritrea,20200422,1,1,1,1,0,1,1,1
Eritrea,20200424,1,1,1,1,0,1,1,1
Eritrea,20200429,1,1,1,1,0,1,1,1
Eritrea,20200430,1,1,1,1,0,1,1,1
Eritrea,20200503,1,1,1,1,0,1,1,1
Eritrea,20200519,1,1,1,1,0,1,1,1
Eritrea,20200521,1,1,1,1,0,1,1,1
Eritrea,20200530,1,1,1,1,0,1,1,1
Eritrea,20200601,1,1,1,1,0,1,1,1
Eritrea,20200602,1,1,1,1,0,1,1,1
Eritrea,20200603,1,1,1,1,0,1,1,1
Eritrea,20200604,1,1,1,1,0,1,1,1
Eritrea,20200606,1,1,1,1,0,1,1,1
Eritrea,20200608,1,1,1,1,0,1,1,1
Eritrea,20200706,1,1,1,1,0,1,1,1
Eritrea,20200731,1,1,1,1,0,1,1,1
Eritrea,20200817,1,1,1,1,0,1,1,1
Eritrea,20200827,1,1,1,1,0,1,1,1
Eritrea,20200901,1,1,1,1,0,1,1,1
Eritrea,20200907,1,1,1,1,0,1,1,1
Eritrea,20200918,1,1,1,1,0,1,1,1
Eritrea,20200929,1,1,1,1,0,1,1,1
Eritrea,20201009,1,1,1,1,0,1,1,1
Eritrea,20201010,1,1,1,1,0,1,1,1
Eritrea,20201020,1,1,1,1,0,1,1,1
Eritrea,20201101,1,1,1,1,0,1,1,1
Eritrea,20201102,1,1,1,1,0,1,1,1
Eritrea,20201103,1,1,1,1,0,1,1,1
Eritrea,20201116,1,1,1,1,0,1,1,1
Eritrea,20201222,1,1,1,1,0,0,1,1
Eritrea,20201226,1,1,1,1,0,1,1,1
Eritrea,20210103,1,1,1,1,0,1,1,1
Eritrea,20210105,1,1,1,1,0,1,1,1
Eritrea,20210113,1,1,1,1,0,1,1,1
Eritrea,20210125,1,1,1,1,0,1,1,1
Eritrea,20210202,1,1,1,1,0,1,1,1
Eritrea,20210209,1,1,1,1,0,1,1,1
Eritrea,20210215,1,1,1,1,0,1,1,1
Eritrea,20210216,1,1,1,1,0,1,1,1
Eritrea,20210223,1,1,1,1,0,1,1,1
Eritrea,20210309,1,1,1,1,0,1,1,1
Eritrea,20210315,1,1,1,1,0,1,1,1
Eritrea,20210323,1,1,1,1,0,1,1,1
Eritrea,20210405,1,1,1,1,0,1,1,1
Eritrea,20210412,0,0,1,1,0,1,1,1
Eritrea,20210516,0,0,1,1,0,1,1,1
Estonia,20200101,0,0,0,0,0,0,0,0
Estonia,20200301,0,0,0,0,0,0,0,0
Estonia,20200312,0,0,1,0,0,0,0,1
Estonia,20200313,0,0,1,0,0,0,0,1
Estonia,20200314,0,0,1,0,0,0,0,1
Estonia,20200316,1,0,1,0,0,0,0,1
Estonia,20200317,1,0,1,0,0,0,0,1
Estonia,20200319,1,0,1,0,0,0,0,1
Estonia,20200324,1,0,1,0,0,0,0,1
Estonia,20200325,1,0,1,1,0,0,0,1
Estonia,20200327,1,1,1,1,0,0,0,1
Estonia,20200329,1,1,1,1,0,0,0,1
Estonia,20200403,1,1,1,1,0,0,0,1
Estonia,20200408,1,1,1,1,0,0,0,1
Estonia,20200412,1,1,1,1,0,0,0,1
Estonia,20200416,1,1,1,1,0,0,0,1
Estonia,20200417,1,1,1,1,0,0,0,1
Estonia,20200418,1,1,1,1,0,0,0,1
Estonia,20200424,1,1,1,1,0,0,0,1
Estonia,20200427,1,1,1,1,0,0,0,1
Estonia,20200428,1,1,1,1,0,0,0,1
Estonia,20200501,1,1,1,1,0,0,0,1
Estonia,20200505,1,1,1,1,0,0,0,1
Estonia,20200506,1,1,1,1,0,0,0,1
Estonia,20200508,1,1,1,1,0,0,0,1
Estonia,20200511,1,1,1,1,0,0,0,1
Estonia,20200514,1,1,1,1,0,0,0,1
Estonia,20200515,1,1,1,1,0,0,0,1
Estonia,20200518,1,1,1,1,0,0,0,1
Estonia,20200521,1,1,1,1,0,0,0,1
Estonia,20200527,1,1,1,1,0,0,0,1
Estonia,20200601,1,1,1,1,0,0,0,1
Estonia,20200612,1,1,1,1,0,0,0,1
Estonia,20200619,1,1,1,1,0,0,0,1
Estonia,20200621,1,1,1,1,0,0,0,1
Estonia,20200627,1,1,1,1,0,0,0,1
Estonia,20200701,1,1,1,1,0,0,0,1
Estonia,20200709,1,1,1,1,0,0,0,1
Estonia,20200715,1,1,1,1,0,0,0,1
Estonia,20200727,1,1,1,1,0,0,0,1
Estonia,20200728,1,1,1,1,0,0,0,1
Estonia,20200806,1,1,1,1,0,0,0,1
Estonia,20200807,1,1,1,1,0,0,0,1
Estonia,20200818,1,1,1,1,0,0,0,1
Estonia,20200819,1,1,1,1,0,0,0,1
Estonia,20200820,1,1,1,1,0,0,0,1
Estonia,20200828,1,1,1,1,0,0,0,1
Estonia,20200914,1,1,1,1,0,0,0,1
Estonia,20200915,1,1,1,1,0,0,0,1
Estonia,20200928,1,1,1,1,0,0,0,1
Estonia,20201009,1,1,1,1,0,0,0,1
Estonia,20201019,1,1,1,1,0,0,0,1
Estonia,20201020,1,1,1,1,0,0,0,1
Estonia,20201024,1,1,1,1,0,0,0,1
Estonia,20201103,1,1,1,1,0,0,0,1
Estonia,20201112,1,1,1,1,0,0,0,1
Estonia,20201116,1,1,1,1,0,0,0,1
Estonia,20201128,1,1,1,1,0,0,0,1
Estonia,20201205,1,1,1,1,0,0,0,1
Estonia,20201212,1,0,0,1,0,0,0,1
Estonia,20201214,1,0,0,1,0,0,0,1
Estonia,20201217,1,0,0,1,0,0,0,1
Estonia,20201223,1,0,0,1,0,0,0,1
Estonia,20201224,1,0,0,1,0,0,0,1
Estonia,20201227,1,0,0,1,0,0,0,1
Estonia,20201228,1,0,0,1,0,0,0,1
Estonia,20210107,1,0,0,1,0,0,0,1
Estonia,20210109,1,0,0,1,0,0,0,1
Estonia,20210110,1,0,0,1,0,0,0,1
Estonia,20210111,0,0,0,1,0,0,0,1
Estonia,20210118,0,0,0,1,0,0,0,1
Estonia,20210128,0,0,0,1,0,0,0,1
Estonia,20210129,1,0,0,1,0,0,0,1
Estonia,20210203,1,1,1,1,0,0,0,1
Estonia,20210207,1,1,1,1,0,0,0,1
Estonia,20210215,1,1,1,1,0,0,0,1
Estonia,20210216,1,1,1,1,0,0,0,1
Estonia,20210222,1,1,1,1,0,0,0,1
Estonia,20210301,1,1,1,1,0,0,0,1
Estonia,20210306,1,1,1,1,0,0,0,1
Estonia,20210308,1,1,1,1,0,0,0,1
Estonia,20210311,1,1,1,1,0,1,0,1
Estonia,20210315,1,1,1,1,0,1,0,1
Estonia,20210316,1,1,1,1,0,1,0,1
Estonia,20210404,1,1,1,1,0,1,0,1
Estonia,20210411,1,1,1,1,0,1,0,1
Estonia,20210420,1,1,1,1,0,1,0,1
Estonia,20210426,1,1,1,1,0,1,0,1
Estonia,20210427,1,1,1,1,0,1,0,1
Estonia,20210503,1,1,1,1,0,1,0,1
Estonia,20210509,1,1,1,1,0,0,0,1
Estonia,20210513,1,1,1,1,0,0,0,1
Estonia,20210515,1,1,1,1,0,0,0,1
Estonia,20210517,1,1,1,1,0,0,0,1
Estonia,20210518,1,1,1,1,0,0,0,1
Eswatini,20200129,0,0,0,0,0,0,0,1
Eswatini,20200215,0,0,0,0,0,0,0,1
Eswatini,20200229,0,0,0,0,0,0,0,1
Eswatini,20200307,0,0,0,0,0,0,0,1
Eswatini,20200310,0,0,0,0,0,0,0,1
Eswatini,20200313,0,0,0,0,0,0,0,1
Eswatini,20200314,0,0,1,0,0,0,0,1
Eswatini,20200315,0,0,1,0,0,0,0,1
Eswatini,20200316,0,0,1,0,0,0,0,1
Eswatini,20200317,1,0,1,1,0,0,1,1
Eswatini,20200321,1,0,1,1,0,0,1,1
Eswatini,20200323,1,0,1,1,0,0,1,1
Eswatini,20200324,1,0,1,1,0,0,1,1
Eswatini,20200326,1,0,1,1,0,0,1,1
Eswatini,20200327,1,1,1,1,0,1,1,1
Eswatini,20200401,1,1,1,1,0,1,1,1
Eswatini,20200402,1,1,1,1,0,1,1,1
Eswatini,20200403,1,1,1,1,0,1,1,1
Eswatini,20200408,1,1,1,1,0,1,1,1
Eswatini,20200409,1,1,1,1,0,1,1,1
Eswatini,20200413,1,1,1,1,0,1,1,1
Eswatini,20200415,1,1,1,1,0,1,1,1
Eswatini,20200416,1,1,1,1,0,1,1,1
Eswatini,20200423,1,1,1,1,0,1,1,1
Eswatini,20200505,1,1,1,1,0,1,1,1
Eswatini,20200508,1,1,1,1,0,1,1,1
Eswatini,20200515,1,1,1,1,0,1,1,1
Eswatini,20200516,1,1,1,1,0,1,1,1
Eswatini,20200529,1,1,1,1,0,1,1,1
Eswatini,20200605,1,1,1,1,0,1,1,1
Eswatini,20200606,1,1,1,1,0,1,1,1
Eswatini,20200611,1,1,1,1,0,1,1,1
Eswatini,20200612,1,1,1,1,0,1,1,1
Eswatini,20200617,1,1,1,1,0,1,1,1
Eswatini,20200708,1,1,1,1,0,1,1,1
Eswatini,20200713,1,1,1,1,0,1,1,1
Eswatini,20200724,1,1,1,1,0,1,1,1
Eswatini,20200813,1,1,1,1,0,1,1,1
Eswatini,20200817,1,1,1,1,0,1,1,1
Eswatini,20200818,1,1,1,1,0,1,1,1
Eswatini,20200820,1,1,1,1,0,1,1,1
Eswatini,20200829,1,1,1,1,0,1,1,1
Eswatini,20200910,1,1,1,1,0,1,1,1
Eswatini,20200921,1,1,1,1,0,1,1,1
Eswatini,20200922,1,1,1,1,0,1,1,1
Eswatini,20201001,1,1,1,1,0,1,1,1
Eswatini,20201002,1,1,1,1,0,1,1,1
Eswatini,20201009,1,1,1,1,0,1,1,1
Eswatini,20201012,1,1,1,1,0,1,1,1
Eswatini,20201020,1,1,1,1,0,1,1,1
Eswatini,20201029,1,1,1,1,0,1,1,1
Eswatini,20201111,1,1,1,1,0,1,1,1
Eswatini,20201116,1,1,1,1,0,1,1,1
Eswatini,20201121,1,1,1,1,0,1,1,1
Eswatini,20201122,1,1,1,1,0,1,1,1
Eswatini,20201123,1,1,1,1,0,1,1,1
Eswatini,20201124,1,1,1,0,0,0,1,1
Eswatini,20201207,1,1,1,1,0,1,1,1
Eswatini,20201221,1,1,1,1,0,1,1,1
Eswatini,20210101,1,1,1,1,0,1,1,1
Eswatini,20210103,1,1,1,1,0,1,1,1
Eswatini,20210105,1,1,1,1,0,1,1,1
Eswatini,20210107,1,1,1,1,0,1,1,1
Eswatini,20210109,1,1,1,1,0,1,1,1
Eswatini,20210119,1,1,1,1,0,1,1,1
Eswatini,20210126,1,1,1,1,0,1,1,1
Eswatini,20210131,1,1,1,1,0,1,1,1
Eswatini,20210202,1,1,1,1,0,1,1,1
Eswatini,20210209,1,1,1,1,0,1,1,1
Eswatini,20210223,1,1,1,1,0,1,1,1
Eswatini,20210226,1,1,1,1,0,1,1,1
Eswatini,20210301,1,1,1,1,0,1,1,1
Eswatini,20210305,1,1,1,1,0,1,1,1
Eswatini,20210309,1,1,1,1,0,1,1,1
Eswatini,20210319,1,1,1,1,0,1,1,1
Eswatini,20210324,1,1,1,1,0,1,1,1
Eswatini,20210329,1,1,1,1,0,1,1,1
Eswatini,20210406,1,1,1,1,0,1,1,1
Eswatini,20210427,1,1,1,1,0,1,1,1
Eswatini,20210506,1,1,1,1,0,1,1,1
Ethiopia,20200101,0,0,0,0,0,0,0,0
Ethiopia,20200128,0,0,0,0,0,0,0,1
Ethiopia,20200214,0,0,0,0,0,0,0,1
Ethiopia,20200313,0,0,0,0,0,0,0,1
Ethiopia,20200316,1,0,1,1,0,0,0,1
Ethiopia,20200318,1,0,1,1,0,0,0,1
Ethiopia,20200322,1,0,1,1,0,0,0,1
Ethiopia,20200323,1,0,1,1,0,0,0,1
Ethiopia,20200325,1,1,1,1,0,0,0,1
Ethiopia,20200326,1,1,1,1,0,0,0,1
Ethiopia,20200329,1,0,1,1,0,0,0,1
Ethiopia,20200330,1,0,1,1,0,0,0,1
Ethiopia,20200403,1,0,1,1,0,0,0,1
Ethiopia,20200408,1,1,1,1,0,1,0,1
Ethiopia,20200414,1,1,1,1,0,1,0,1
Ethiopia,20200424,1,1,1,1,0,1,0,1
Ethiopia,20200426,1,1,1,1,0,1,0,1
Ethiopia,20200430,1,1,1,1,0,1,0,1
Ethiopia,20200502,1,1,1,1,0,1,0,1
Ethiopia,20200506,1,1,1,1,0,1,0,1
Ethiopia,20200528,1,1,1,1,0,1,0,1
Ethiopia,20200529,1,1,1,1,0,1,0,1
Ethiopia,20200602,1,1,1,1,0,1,0,1
Ethiopia,20200603,1,1,1,1,0,1,0,1
Ethiopia,20200612,1,1,1,1,0,1,0,1
Ethiopia,20200617,1,1,1,1,0,1,0,1
Ethiopia,20200618,1,1,1,1,0,1,0,1
Ethiopia,20200619,1,1,1,1,0,1,0,1
Ethiopia,20200624,1,1,1,1,0,1,0,1
Ethiopia,20200707,1,1,1,1,0,1,0,1
Ethiopia,20200801,1,1,1,1,0,1,0,1
Ethiopia,20200803,1,1,1,1,0,1,0,1
Ethiopia,20200812,1,1,1,1,0,1,0,1
Ethiopia,20200821,1,1,1,1,0,1,0,1
Ethiopia,20200825,1,1,1,1,0,1,0,1
Ethiopia,20200827,1,1,1,1,0,1,0,1
Ethiopia,20200831,1,1,1,1,0,1,0,1
Ethiopia,20200911,1,1,1,1,0,1,0,1
Ethiopia,20201002,1,1,1,1,0,1,0,1
Ethiopia,20201005,1,1,1,1,0,1,0,1
Ethiopia,20201019,1,1,1,1,0,1,0,1
Ethiopia,20201027,1,1,1,1,0,0,0,1
Ethiopia,20201105,1,1,1,1,0,0,0,1
Ethiopia,20201110,1,1,1,1,0,0,0,1
Ethiopia,20201122,1,1,1,1,0,0,0,1
Ethiopia,20201129,1,1,1,1,0,0,0,1
Ethiopia,20201208,1,1,1,1,0,0,0,1
Ethiopia,20201214,1,1,1,1,0,0,0,1
Ethiopia,20201222,1,1,1,1,0,0,0,1
Ethiopia,20210103,1,1,1,1,0,0,0,1
Ethiopia,20210110,1,1,1,1,0,0,0,1
Ethiopia,20210118,1,1,1,1,0,0,0,1
Ethiopia,20210126,1,1,1,1,0,0,0,1
Ethiopia,20210201,1,1,1,1,0,0,0,1
Ethiopia,20210208,1,1,1,1,0,0,0,1
Ethiopia,20210215,1,1,1,1,0,0,0,1
Ethiopia,20210222,1,1,1,1,0,0,0,1
Ethiopia,20210302,1,1,1,1,0,0,0,1
Ethiopia,20210309,1,1,1,1,0,0,0,1
Ethiopia,20210310,1,1,1,1,0,0,0,1
Ethiopia,20210323,1,1,1,1,0,0,0,1
Ethiopia,20210327,1,1,1,1,0,0,0,1
Ethiopia,20210515,1,1,1,1,0,0,0,1
Faeroe Islands,20200101,0,0,0,0,0,0,0,0
Faeroe Islands,20200304,0,0,0,0,0,0,0,1
Faeroe Islands,20200312,0,1,1,1,0,0,0,1
Faeroe Islands,20200313,0,1,1,1,0,0,0,1
Faeroe Islands,20200315,0,1,1,1,0,0,0,1
Faeroe Islands,20200316,1,1,1,1,0,0,0,1
Faeroe Islands,20200317,1,1,1,1,0,0,0,1
Faeroe Islands,20200321,1,1,1,1,0,0,0,1
Faeroe Islands,20200324,1,1,1,1,0,0,0,1
Faeroe Islands,20200329,1,1,1,1,0,0,0,1
Faeroe Islands,20200331,1,1,1,1,0,0,0,1
Faeroe Islands,20200410,1,1,1,1,0,0,0,1
Faeroe Islands,20200417,1,1,1,1,0,0,0,1
Faeroe Islands,20200420,1,1,1,1,0,0,0,1
Faeroe Islands,20200501,1,1,1,1,0,0,0,1
Faeroe Islands,20200504,1,1,1,1,0,0,0,1
Faeroe Islands,20200508,1,1,1,1,0,0,0,1
Faeroe Islands,20200509,1,1,1,1,0,0,0,1
Faeroe Islands,20200514,0,1,1,1,0,0,0,1
Faeroe Islands,20200520,0,1,1,1,0,0,0,1
Faeroe Islands,20200531,0,1,1,1,0,0,0,1
Faeroe Islands,20200615,0,1,1,1,0,0,0,1
Faeroe Islands,20200627,0,1,1,1,0,0,0,1
Faeroe Islands,20200720,0,1,1,1,0,0,0,1
Faeroe Islands,20200727,0,1,1,1,0,0,0,1
Faeroe Islands,20200805,0,1,1,1,0,0,0,1
Faeroe Islands,20200810,0,1,1,1,0,0,0,1
Faeroe Islands,20200908,0,1,1,1,0,0,0,1
Faeroe Islands,20201023,0,1,1,1,0,0,0,1
Faeroe Islands,20201113,0,1,1,1,0,0,0,1
Faeroe Islands,20201203,0,1,1,1,0,0,0,1
Faeroe Islands,20201211,0,1,1,1,0,0,0,1
Faeroe Islands,20201214,0,1,1,1,0,0,0,1
Faeroe Islands,20201230,0,1,1,1,0,0,0,1
Faeroe Islands,20210101,0,1,1,1,0,0,0,1
Faeroe Islands,20210106,0,1,1,1,0,0,0,1
Faeroe Islands,20210118,0,0,1,1,0,0,0,1
Faeroe Islands,20210125,0,0,1,1,0,0,0,1
Faeroe Islands,20210202,0,0,1,1,0,0,0,1
Faeroe Islands,20210216,1,1,1,1,0,1,1,1
Faeroe Islands,20210302,1,1,1,1,0,1,1,1
Faeroe Islands,20210309,1,1,1,1,0,1,1,1
Faeroe Islands,20210409,1,1,1,1,0,1,1,1
Faeroe Islands,20210413,1,1,1,1,0,1,1,1
Faeroe Islands,20210426,1,1,1,1,0,1,0,1
Fiji,20200122,0,0,0,0,0,0,0,0
Fiji,20200203,0,0,0,0,0,0,0,1
Fiji,20200227,0,0,0,0,0,0,0,1
Fiji,20200311,0,0,0,0,0,0,0,1
Fiji,20200316,0,0,1,0,0,0,0,1
Fiji,20200318,0,0,1,0,0,0,0,1
Fiji,20200319,0,0,1,1,0,0,0,1
Fiji,20200323,1,0,1,1,0,0,0,1
Fiji,20200325,1,0,1,1,0,0,0,1
Fiji,20200326,1,0,1,1,0,0,0,1
Fiji,20200327,1,0,1,1,0,0,0,1
Fiji,20200329,1,0,1,1,0,0,0,1
Fiji,20200330,1,0,1,1,0,1,0,1
Fiji,20200401,1,0,1,1,0,1,0,1
Fiji,20200403,1,0,1,1,0,1,0,1
Fiji,20200404,1,0,1,1,0,1,0,1
Fiji,20200407,1,0,1,1,0,1,0,1
Fiji,20200410,1,0,1,1,0,1,0,1
Fiji,20200416,1,0,1,1,0,1,0,1
Fiji,20200417,1,0,1,1,0,1,0,1
Fiji,20200426,1,0,1,1,0,1,0,1
Fiji,20200428,1,0,1,1,0,1,0,1
Fiji,20200514,1,0,1,1,0,1,0,1
Fiji,20200515,1,1,1,1,0,1,0,1
Fiji,20200605,1,1,1,1,0,1,0,1
Fiji,20200609,1,1,1,1,0,1,0,1
Fiji,20200621,1,1,1,1,0,1,0,1
Fiji,20200622,1,1,1,1,0,1,0,1
Fiji,20200623,1,1,1,1,0,1,0,1
Fiji,20200630,1,1,1,1,0,1,0,1
Fiji,20200706,1,1,1,1,0,1,0,1
Fiji,20200717,1,1,1,1,0,1,0,1
Fiji,20200728,1,1,1,1,0,1,0,1
Fiji,20200825,1,1,1,1,0,1,0,1
Fiji,20200910,1,1,1,1,0,1,0,1
Fiji,20200922,1,1,1,1,0,1,0,1
Fiji,20201002,1,1,1,1,0,1,0,1
Fiji,20201008,1,1,1,1,0,1,0,1
Fiji,20201009,1,1,1,1,0,1,0,1
Fiji,20201012,1,1,1,1,0,1,0,1
Fiji,20201013,1,1,1,1,0,1,0,1
Fiji,20201015,1,1,1,1,0,1,0,1
Fiji,20201023,1,1,1,1,0,1,0,1
Fiji,20201030,1,1,1,1,0,1,0,1
Fiji,20201110,1,1,1,1,0,1,0,1
Fiji,20201124,1,1,1,1,0,1,0,1
Fiji,20201201,1,1,1,1,0,1,0,1
Fiji,20201214,1,1,1,1,0,1,0,1
Fiji,20210105,1,1,1,1,0,1,0,1
Fiji,20210119,1,1,1,1,0,1,0,1
Fiji,20210209,1,1,1,1,0,1,0,1
Fiji,20210316,1,1,1,1,0,1,0,1
